Sales ID,Customer ID,Product ID,Supplier ID,Time ID,Location ID,Sales,Quantity,Discount,Profit
US-2016-150630,TB-21520,OFF-EN-10001509,81170,14,23,3.264,2,0.2,1.1016
US-2016-150630,TB-21520,OFF-EN-10001509,81170,14,154,3.264,2,0.2,1.1016
US-2016-150630,TB-21520,OFF-EN-10001509,81170,14,189,3.264,2,0.2,1.1016
US-2016-150630,TB-21520,OFF-EN-10001509,81170,14,301,3.264,2,0.2,1.1016
US-2016-150630,TB-21520,OFF-AR-10004042,53800,14,23,86.304,6,0.2,9.7092
US-2016-150630,TB-21520,OFF-AR-10004042,53800,14,154,86.304,6,0.2,9.7092
US-2016-150630,TB-21520,OFF-AR-10004042,53800,14,189,86.304,6,0.2,9.7092
US-2016-150630,TB-21520,OFF-AR-10004042,53800,14,301,86.304,6,0.2,9.7092
US-2016-150630,TB-21520,OFF-BI-10001525,54151,14,23,6.858,6,0.7,-5.715
US-2016-150630,TB-21520,OFF-BI-10001525,54151,14,154,6.858,6,0.7,-5.715
US-2016-150630,TB-21520,OFF-BI-10001525,54151,14,189,6.858,6,0.7,-5.715
US-2016-150630,TB-21520,OFF-BI-10001525,54151,14,301,6.858,6,0.7,-5.715
US-2016-150630,TB-21520,OFF-AR-10001683,91705,14,23,15.76,2,0.2,3.546
US-2016-150630,TB-21520,OFF-AR-10001683,91705,14,154,15.76,2,0.2,3.546
US-2016-150630,TB-21520,OFF-AR-10001683,91705,14,189,15.76,2,0.2,3.546
US-2016-150630,TB-21520,OFF-AR-10001683,91705,14,301,15.76,2,0.2,3.546
CA-2018-107727,MA-17560,OFF-PA-10000249,44345,15,34,29.472,3,0.2,9.9468
CA-2018-107727,MA-17560,OFF-PA-10000249,44345,15,37,29.472,3,0.2,9.9468
CA-2018-107727,MA-17560,OFF-PA-10000249,44345,15,75,29.472,3,0.2,9.9468
CA-2018-107727,MA-17560,OFF-PA-10000249,44345,15,168,29.472,3,0.2,9.9468
CA-2017-117590,GH-14485,TEC-PH-10004977,28030,16,35,1097.544,7,0.2,123.4737
CA-2017-117590,GH-14485,FUR-FU-10003664,61696,16,35,190.92,5,0.6,-147.963
CA-2016-117415,SN-20710,OFF-EN-10002986,85822,17,34,113.328,9,0.2,35.415
CA-2016-117415,SN-20710,OFF-EN-10002986,85822,17,37,113.328,9,0.2,35.415
CA-2016-117415,SN-20710,OFF-EN-10002986,85822,17,75,113.328,9,0.2,35.415
CA-2016-117415,SN-20710,OFF-EN-10002986,85822,17,168,113.328,9,0.2,35.415
CA-2016-117415,SN-20710,FUR-BO-10002545,95225,17,34,532.3992,3,0.32,-46.9764
CA-2016-117415,SN-20710,FUR-BO-10002545,95225,17,37,532.3992,3,0.32,-46.9764
CA-2016-117415,SN-20710,FUR-BO-10002545,95225,17,75,532.3992,3,0.32,-46.9764
CA-2016-117415,SN-20710,FUR-BO-10002545,95225,17,168,532.3992,3,0.32,-46.9764
CA-2016-117415,SN-20710,TEC-PH-10000486,41927,17,34,371.168,4,0.2,41.7564
CA-2016-117415,SN-20710,TEC-PH-10000486,41927,17,37,371.168,4,0.2,41.7564
CA-2016-117415,SN-20710,TEC-PH-10000486,41927,17,75,371.168,4,0.2,41.7564
CA-2016-117415,SN-20710,TEC-PH-10000486,41927,17,168,371.168,4,0.2,41.7564
CA-2018-120999,LC-16930,TEC-PH-10004093,88329,18,40,147.168,4,0.2,16.5564
CA-2017-101343,RA-19885,OFF-ST-10003479,43415,19,2,77.88,2,0,3.894
CA-2017-101343,RA-19885,OFF-ST-10003479,43415,19,5,77.88,2,0,3.894
CA-2017-101343,RA-19885,OFF-ST-10003479,43415,19,25,77.88,2,0,3.894
CA-2017-101343,RA-19885,OFF-ST-10003479,43415,19,61,77.88,2,0,3.894
CA-2017-101343,RA-19885,OFF-ST-10003479,43415,19,153,77.88,2,0,3.894
CA-2017-101343,RA-19885,OFF-ST-10003479,43415,19,453,77.88,2,0,3.894
CA-2018-139619,ES-14080,OFF-ST-10003282,87919,20,42,95.616,2,0.2,9.5616
CA-2017-118255,ON-18715,TEC-AC-10000171,46367,21,43,45.98,2,0,19.7714
CA-2017-118255,ON-18715,OFF-BI-10003291,84609,21,43,17.46,2,0,8.2062
CA-2015-146703,PO-18865,OFF-ST-10001713,93238,22,45,211.96,4,0,8.4784
CA-2017-169194,LH-16900,TEC-AC-10002167,95459,23,46,45,3,0,4.95
CA-2017-169194,LH-16900,TEC-PH-10003988,31953,23,46,21.8,2,0,6.104
CA-2016-115742,DP-13000,OFF-BI-10004410,40809,24,48,38.22,6,0,17.9634
CA-2016-115742,DP-13000,OFF-LA-10002762,33702,24,48,75.18,6,0,35.3346
CA-2016-115742,DP-13000,FUR-FU-10001706,15307,24,48,6.16,2,0,2.9568
CA-2016-115742,DP-13000,FUR-CH-10003061,74822,24,48,89.99,1,0,17.0981
CA-2017-105816,JM-15265,OFF-FA-10000304,76235,25,52,15.26,7,0,6.2566
CA-2017-105816,JM-15265,OFF-FA-10000304,76235,25,93,15.26,7,0,6.2566
CA-2017-105816,JM-15265,OFF-FA-10000304,76235,25,105,15.26,7,0,6.2566
CA-2017-105816,JM-15265,OFF-FA-10000304,76235,25,576,15.26,7,0,6.2566
CA-2017-105816,JM-15265,TEC-PH-10002447,69953,25,52,1029.95,5,0,298.6855
CA-2017-105816,JM-15265,TEC-PH-10002447,69953,25,93,1029.95,5,0,298.6855
CA-2017-105816,JM-15265,TEC-PH-10002447,69953,25,105,1029.95,5,0,298.6855
CA-2017-105816,JM-15265,TEC-PH-10002447,69953,25,576,1029.95,5,0,298.6855
CA-2017-111682,TB-21055,OFF-ST-10000604,28076,26,54,208.56,6,0,52.14
CA-2017-111682,TB-21055,OFF-PA-10001569,38564,26,54,32.4,5,0,15.552
CA-2017-111682,TB-21055,FUR-CH-10003968,21947,26,54,319.41,5,0.1,7.098
CA-2017-111682,TB-21055,OFF-PA-10000587,70452,26,54,14.56,2,0,6.9888
CA-2017-111682,TB-21055,TEC-AC-10002167,40816,26,54,30,2,0,3.3
CA-2017-111682,TB-21055,OFF-BI-10001460,98734,26,54,48.48,4,0.2,16.362
CA-2017-111682,TB-21055,OFF-AR-10001868,17273,26,54,1.68,1,0,0.84
CA-2016-135545,KM-16720,TEC-AC-10004633,73649,27,2,13.98,2,0,6.1512
CA-2016-135545,KM-16720,TEC-AC-10004633,73649,27,5,13.98,2,0,6.1512
CA-2016-135545,KM-16720,TEC-AC-10004633,73649,27,25,13.98,2,0,6.1512
CA-2016-135545,KM-16720,TEC-AC-10004633,73649,27,61,13.98,2,0,6.1512
CA-2016-135545,KM-16720,TEC-AC-10004633,73649,27,153,13.98,2,0,6.1512
CA-2016-135545,KM-16720,TEC-AC-10004633,73649,27,453,13.98,2,0,6.1512
CA-2016-135545,KM-16720,OFF-BI-10001078,63808,27,2,25.824,6,0.2,9.3612
CA-2016-135545,KM-16720,OFF-BI-10001078,63808,27,5,25.824,6,0.2,9.3612
CA-2016-135545,KM-16720,OFF-BI-10001078,63808,27,25,25.824,6,0.2,9.3612
CA-2016-135545,KM-16720,OFF-BI-10001078,63808,27,61,25.824,6,0.2,9.3612
CA-2016-135545,KM-16720,OFF-BI-10001078,63808,27,153,25.824,6,0.2,9.3612
CA-2016-135545,KM-16720,OFF-BI-10001078,63808,27,453,25.824,6,0.2,9.3612
CA-2016-135545,KM-16720,OFF-PA-10003892,50823,27,2,146.73,3,0,68.9631
CA-2016-135545,KM-16720,OFF-PA-10003892,50823,27,5,146.73,3,0,68.9631
CA-2016-135545,KM-16720,OFF-PA-10003892,50823,27,25,146.73,3,0,68.9631
CA-2016-135545,KM-16720,OFF-PA-10003892,50823,27,61,146.73,3,0,68.9631
CA-2016-135545,KM-16720,OFF-PA-10003892,50823,27,153,146.73,3,0,68.9631
CA-2016-135545,KM-16720,OFF-PA-10003892,50823,27,453,146.73,3,0,68.9631
CA-2016-135545,KM-16720,FUR-FU-10000397,78727,27,2,79.76,4,0,22.3328
CA-2016-135545,KM-16720,FUR-FU-10000397,78727,27,5,79.76,4,0,22.3328
CA-2016-135545,KM-16720,FUR-FU-10000397,78727,27,25,79.76,4,0,22.3328
CA-2016-135545,KM-16720,FUR-FU-10000397,78727,27,61,79.76,4,0,22.3328
CA-2016-135545,KM-16720,FUR-FU-10000397,78727,27,153,79.76,4,0,22.3328
CA-2016-135545,KM-16720,FUR-FU-10000397,78727,27,453,79.76,4,0,22.3328
US-2016-164175,PS-18970,FUR-CH-10001146,86590,28,65,213.115,5,0.3,-15.2225
US-2016-164175,PS-18970,FUR-CH-10001146,86590,28,81,213.115,5,0.3,-15.2225
US-2016-164175,PS-18970,FUR-CH-10001146,86590,28,508,213.115,5,0.3,-15.2225
CA-2015-106376,BS-11590,OFF-AR-10002671,64124,29,66,1113.024,8,0.2,111.3024
CA-2015-106376,BS-11590,TEC-PH-10002726,61512,29,66,167.968,4,0.2,62.988
CA-2017-119823,KD-16270,OFF-PA-10000482,68700,30,68,75.88,2,0,35.6636
CA-2018-114440,TB-21520,OFF-PA-10004675,58439,31,69,19.05,3,0,8.763
US-2016-134026,JE-15745,FUR-CH-10000513,43775,32,70,831.936,8,0.2,-114.3912
US-2016-134026,JE-15745,FUR-FU-10003708,41767,32,70,97.04,2,0.2,1.213
US-2016-134026,JE-15745,OFF-ST-10004123,99345,32,70,72.784,1,0.2,-18.196
US-2018-118038,KB-16600,OFF-BI-10004182,75530,33,34,1.248,3,0.8,-1.9344
US-2018-118038,KB-16600,OFF-BI-10004182,75530,33,37,1.248,3,0.8,-1.9344
US-2018-118038,KB-16600,OFF-BI-10004182,75530,33,75,1.248,3,0.8,-1.9344
US-2018-118038,KB-16600,OFF-BI-10004182,75530,33,168,1.248,3,0.8,-1.9344
US-2018-118038,KB-16600,OFF-ST-10000615,48371,33,34,27.24,3,0.2,2.724
US-2018-118038,KB-16600,OFF-ST-10000615,48371,33,37,27.24,3,0.2,2.724
US-2018-118038,KB-16600,OFF-ST-10000615,48371,33,75,27.24,3,0.2,2.724
US-2018-118038,KB-16600,OFF-ST-10000615,48371,33,168,27.24,3,0.2,2.724
US-2015-147606,JE-15745,FUR-FU-10003194,34805,34,34,19.3,5,0.6,-14.475
US-2015-147606,JE-15745,FUR-FU-10003194,34805,34,37,19.3,5,0.6,-14.475
US-2015-147606,JE-15745,FUR-FU-10003194,34805,34,75,19.3,5,0.6,-14.475
US-2015-147606,JE-15745,FUR-FU-10003194,34805,34,168,19.3,5,0.6,-14.475
CA-2017-127208,SC-20770,OFF-AP-10002118,13930,1,76,208.16,1,0,56.2032
CA-2017-127208,SC-20770,OFF-BI-10002309,37430,1,76,16.74,3,0,8.0352
CA-2015-139451,DN-13690,OFF-AR-10002053,38034,35,18,14.9,5,0,4.172
CA-2015-139451,DN-13690,OFF-AR-10002053,38034,35,78,14.9,5,0,4.172
CA-2015-139451,DN-13690,OFF-AR-10002053,38034,35,256,14.9,5,0,4.172
CA-2015-139451,DN-13690,OFF-ST-10002370,89615,35,18,21.39,1,0,6.2031
CA-2015-139451,DN-13690,OFF-ST-10002370,89615,35,78,21.39,1,0,6.2031
CA-2015-139451,DN-13690,OFF-ST-10002370,89615,35,256,21.39,1,0,6.2031
CA-2016-149734,JC-16105,OFF-EN-10000927,66388,36,80,200.984,7,0.2,62.8075
US-2018-119662,CS-12400,OFF-ST-10003656,17716,37,65,230.376,3,0.2,-48.9549
US-2018-119662,CS-12400,OFF-ST-10003656,17716,37,81,230.376,3,0.2,-48.9549
US-2018-119662,CS-12400,OFF-ST-10003656,17716,37,508,230.376,3,0.2,-48.9549
CA-2018-140088,PO-18865,FUR-CH-10000863,57048,38,82,301.96,2,0,33.2156
CA-2018-155558,PG-18895,TEC-AC-10001998,18247,39,83,19.99,1,0,6.7966
CA-2018-155558,PG-18895,OFF-LA-10000134,82417,39,83,6.16,2,0,2.9568
CA-2017-159695,GM-14455,OFF-ST-10003442,69805,40,34,158.368,7,0.2,13.8572
CA-2017-159695,GM-14455,OFF-ST-10003442,69805,40,37,158.368,7,0.2,13.8572
CA-2017-159695,GM-14455,OFF-ST-10003442,69805,40,75,158.368,7,0.2,13.8572
CA-2017-159695,GM-14455,OFF-ST-10003442,69805,40,168,158.368,7,0.2,13.8572
CA-2017-109806,JS-15685,OFF-AR-10004930,78543,41,2,20.1,3,0,6.633
CA-2017-109806,JS-15685,OFF-AR-10004930,78543,41,5,20.1,3,0,6.633
CA-2017-109806,JS-15685,OFF-AR-10004930,78543,41,25,20.1,3,0,6.633
CA-2017-109806,JS-15685,OFF-AR-10004930,78543,41,61,20.1,3,0,6.633
CA-2017-109806,JS-15685,OFF-AR-10004930,78543,41,153,20.1,3,0,6.633
CA-2017-109806,JS-15685,OFF-AR-10004930,78543,41,453,20.1,3,0,6.633
CA-2017-109806,JS-15685,TEC-PH-10004093,59414,41,2,73.584,2,0.2,8.2782
CA-2017-109806,JS-15685,TEC-PH-10004093,59414,41,5,73.584,2,0.2,8.2782
CA-2017-109806,JS-15685,TEC-PH-10004093,59414,41,25,73.584,2,0.2,8.2782
CA-2017-109806,JS-15685,TEC-PH-10004093,59414,41,61,73.584,2,0.2,8.2782
CA-2017-109806,JS-15685,TEC-PH-10004093,59414,41,153,73.584,2,0.2,8.2782
CA-2017-109806,JS-15685,TEC-PH-10004093,59414,41,453,73.584,2,0.2,8.2782
CA-2017-109806,JS-15685,OFF-PA-10000304,42784,41,2,6.48,1,0,3.1104
CA-2017-109806,JS-15685,OFF-PA-10000304,42784,41,5,6.48,1,0,3.1104
CA-2017-109806,JS-15685,OFF-PA-10000304,42784,41,25,6.48,1,0,3.1104
CA-2017-109806,JS-15685,OFF-PA-10000304,42784,41,61,6.48,1,0,3.1104
CA-2017-109806,JS-15685,OFF-PA-10000304,42784,41,153,6.48,1,0,3.1104
CA-2017-109806,JS-15685,OFF-PA-10000304,42784,41,453,6.48,1,0,3.1104
CA-2016-149587,KB-16315,OFF-PA-10003177,16793,42,89,12.96,2,0,6.2208
CA-2016-149587,KB-16315,FUR-FU-10003799,60650,42,89,53.34,3,0,16.5354
CA-2016-149587,KB-16315,OFF-BI-10002852,75199,42,89,32.96,2,0,16.1504
US-2018-109484,RB-19705,OFF-BI-10004738,82848,43,92,5.682,1,0.7,-3.788
CA-2018-161018,PN-18775,FUR-FU-10000629,55131,44,52,96.53,7,0,40.5426
CA-2018-161018,PN-18775,FUR-FU-10000629,55131,44,93,96.53,7,0,40.5426
CA-2018-161018,PN-18775,FUR-FU-10000629,55131,44,105,96.53,7,0,40.5426
CA-2018-161018,PN-18775,FUR-FU-10000629,55131,44,576,96.53,7,0,40.5426
CA-2018-157833,KD-16345,OFF-BI-10001721,60900,45,18,51.312,3,0.2,17.9592
CA-2018-157833,KD-16345,OFF-BI-10001721,60900,45,78,51.312,3,0.2,17.9592
CA-2018-157833,KD-16345,OFF-BI-10001721,60900,45,256,51.312,3,0.2,17.9592
CA-2017-158568,RB-19465,OFF-PA-10003256,52040,46,65,64.624,7,0.2,22.6184
CA-2017-158568,RB-19465,OFF-PA-10003256,52040,46,81,64.624,7,0.2,22.6184
CA-2017-158568,RB-19465,OFF-PA-10003256,52040,46,508,64.624,7,0.2,22.6184
CA-2017-158568,RB-19465,TEC-AC-10001767,31794,46,65,95.976,3,0.2,-10.7973
CA-2017-158568,RB-19465,TEC-AC-10001767,31794,46,81,95.976,3,0.2,-10.7973
CA-2017-158568,RB-19465,TEC-AC-10001767,31794,46,508,95.976,3,0.2,-10.7973
CA-2017-158568,RB-19465,OFF-BI-10002609,74107,46,65,1.788,3,0.8,-3.0396
CA-2017-158568,RB-19465,OFF-BI-10002609,74107,46,81,1.788,3,0.8,-3.0396
CA-2017-158568,RB-19465,OFF-BI-10002609,74107,46,508,1.788,3,0.8,-3.0396
CA-2017-129903,GZ-14470,OFF-PA-10004040,94388,47,83,23.92,4,0,11.7208
US-2016-156867,LC-16870,FUR-FU-10004006,20347,48,99,102.36,3,0.2,-3.8385
US-2016-156867,LC-16870,OFF-BI-10002794,41926,48,99,36.882,3,0.7,-25.8174
CA-2018-119004,JM-15250,TEC-AC-10003499,77080,49,101,74.112,8,0.2,17.6016
CA-2018-119004,JM-15250,TEC-PH-10002844,35587,49,101,27.992,1,0.2,2.0994
CA-2018-119004,JM-15250,OFF-AR-10000390,46402,49,101,3.304,1,0.2,1.0738
CA-2016-129476,PA-19060,TEC-AC-10000844,89612,50,104,339.96,5,0.2,67.992
CA-2018-146780,CV-12805,FUR-FU-10001934,98597,51,52,41.96,2,0,10.9096
CA-2018-146780,CV-12805,FUR-FU-10001934,98597,51,93,41.96,2,0,10.9096
CA-2018-146780,CV-12805,FUR-FU-10001934,98597,51,105,41.96,2,0,10.9096
CA-2018-146780,CV-12805,FUR-FU-10001934,98597,51,576,41.96,2,0,10.9096
CA-2017-128867,CL-12565,OFF-AR-10000380,19054,52,106,75.96,2,0,22.788
CA-2015-115259,RC-19960,OFF-FA-10000621,79234,53,107,40.096,14,0.2,14.5348
CA-2015-115259,RC-19960,OFF-EN-10002600,42513,53,107,4.72,2,0.2,1.652
CA-2015-115259,RC-19960,OFF-PA-10004965,65562,53,107,23.976,3,0.2,7.4925
CA-2015-115259,RC-19960,OFF-EN-10002504,99602,53,107,130.464,6,0.2,44.0316
CA-2016-110457,DK-13090,FUR-TA-10001768,15189,54,13,787.53,3,0,165.3813
CA-2016-110457,DK-13090,FUR-TA-10001768,15189,54,149,787.53,3,0,165.3813
CA-2016-110457,DK-13090,FUR-TA-10001768,15189,54,150,787.53,3,0,165.3813
US-2016-136476,GG-14650,OFF-BI-10003650,75019,55,112,157.794,1,0.7,-115.7156
CA-2017-103730,SC-20725,FUR-FU-10002157,79289,1,113,47.04,3,0,18.3456
CA-2017-103730,SC-20725,OFF-BI-10003910,72466,1,113,30.84,4,0,13.878
CA-2017-103730,SC-20725,OFF-ST-10000777,49339,1,113,226.56,6,0,63.4368
CA-2017-103730,SC-20725,OFF-EN-10002500,99958,1,113,115.02,9,0,51.759
CA-2017-103730,SC-20725,TEC-PH-10003875,91101,1,113,68.04,7,0,19.7316
US-2015-152030,AD-10180,FUR-CH-10004063,55279,56,34,600.558,3,0.3,-8.5794
US-2015-152030,AD-10180,FUR-CH-10004063,55279,56,37,600.558,3,0.3,-8.5794
